COUNTRY,DATE,HOUR,CITY,ZONE,CONNECTED_RT,ORDERS,EARNINGS,PRECIPITATION_MM
Mexico,2024-04-01,1,Monterrey,Cumbres Poniente,10,7,388.1,0.0
Mexico,2024-04-01,1,Monterrey,La Fe,2,4,185.6,0.0
Mexico,2024-04-01,1,Monterrey,MTY_Guadalupe,11,10,584.8,0.0
Mexico,2024-04-01,1,Monterrey,Independencia,4,1,59.1,0.0
Mexico,2024-04-01,1,Monterrey,Tec,7,6,291.4,0.0
Mexico,2024-04-01,2,Monterrey,Centro,9,6,292.0,0.0
Mexico,2024-04-01,2,Monterrey,Mitras Centro,10,8,419.9,0.0
Mexico,2024-04-01,2,Monterrey,Apodaca Centro,8,5,252.8,0.0
Mexico,2024-04-01,2,Monterrey,Escobedo,4,2,107.2,0.0
Mexico,2024-04-01,2,Monterrey,Carretera Nacional,1,3,149.3,0.0
Mexico,2024-04-01,2,Monterrey,MTY_Apodaca_Huinalá,8,5,251.9,0.0
Mexico,2024-04-01,2,Monterrey,San Nicolás,7,4,201.6,0.0
Mexico,2024-04-01,2,Monterrey,Santa Catarina,13,12,644.2,0.0
Mexico,2024-04-01,2,Monterrey,San Pedro,6,7,401.4,0.0
Mexico,2024-04-01,2,Monterrey,Cumbres Poniente,6,4,207.4,0.0
Mexico,2024-04-01,2,Monterrey,La Fe,6,4,238.2,0.0
Mexico,2024-04-01,2,Monterrey,MTY_Guadalupe,2,3,138.5,0.0
Mexico,2024-04-01,2,Monterrey,Independencia,3,4,234.9,0.0
Mexico,2024-04-01,2,Monterrey,Tec,5,3,147.6,0.0
Mexico,2024-04-01,3,Monterrey,Centro,7,7,324.6,2.5
Mexico,2024-04-01,3,Monterrey,Mitras Centro,1,3,169.4,2.5
Mexico,2024-04-01,3,Monterrey,Apodaca Centro,4,4,218.1,2.5
Mexico,2024-04-01,3,Monterrey,Escobedo,1,3,159.3,2.5
Mexico,2024-04-01,3,Monterrey,Carretera Nacional,7,10,591.2,2.5
Mexico,2024-04-01,3,Monterrey,MTY_Apodaca_Huinalá,4,4,181.1,2.5
Mexico,2024-04-01,3,Monterrey,San Nicolás,1,2,115.3,2.5
Mexico,2024-04-01,3,Monterrey,Santa Catarina,1,2,110.8,2.5
Mexico,2024-04-01,3,Monterrey,San Pedro,2,3,147.7,2.5
Mexico,2024-04-01,3,Monterrey,Cumbres Poniente,7,7,374.0,2.5
Mexico,2024-04-01,3,Monterrey,La Fe,3,5,287.0,2.5
Mexico,2024-04-01,3,Monterrey,MTY_Guadalupe,1,3,173.1,2.5
Mexico,2024-04-01,3,Monterrey,Independencia,4,5,247.0,2.5
Mexico,2024-04-01,3,Monterrey,Tec,6,6,319.5,2.5
Mexico,2024-04-01,4,Monterrey,Centro,2,3,172.7,0.0
Mexico,2024-04-01,4,Monterrey,Mitras Centro,8,6,277.6,0.0
Mexico,2024-04-01,4,Monterrey,Apodaca Centro,10,8,405.4,0.0
Mexico,2024-04-01,4,Monterrey,Escobedo,3,4,208.1,0.0
Mexico,2024-04-01,4,Monterrey,Carretera Nacional,3,1,57.3,0.0
Mexico,2024-04-01,4,Monterrey,MTY_Apodaca_Huinalá,3,5,241.8,0.0
Mexico,2024-04-01,4,Monterrey,San Nicolás,5,3,137.0,0.0
Mexico,2024-04-01,4,Monterrey,Santa Catarina,3,5,277.2,0.0
Mexico,2024-04-01,4,Monterrey,San Pedro,8,5,259.2,0.0
Mexico,2024-04-01,4,Monterrey,Cumbres Poniente,3,4,196.0,0.0
Mexico,2024-04-01,4,Monterrey,La Fe,1,3,148.9,0.0
Mexico,2024-04-01,4,Monterrey,MTY_Guadalupe,9,11,623.3,0.0
Mexico,2024-04-01,4,Monterrey,Independencia,5,7,358.6,0.0
Mexico,2024-04-01,4,Monterrey,Tec,8,6,335.4,0.0
Mexico,2024-04-01,5,Monterrey,Centro,5,3,162.3,0.0
Mexico,2024-04-01,5,Monterrey,Mitras Centro,3,4,209.9,0.0
Mexico,2024-04-01,5,Monterrey,Apodaca Centro,9,7,380.1,0.0
Mexico,2024-04-01,5,Monterrey,Escobedo,6,3,162.4,0.0
Mexico,2024-04-01,5,Monterrey,Carretera Nacional,6,5,247.3,0.0
Mexico,2024-04-01,5,Monterrey,MTY_Apodaca_Huinalá,8,6,358.2,0.0
Mexico,2024-04-01,5,Monterrey,San Nicolás,2,4,207.6,0.0
Mexico,2024-04-01,5,Monterrey,Santa Catarina,6,7,378.2,0.0
Mexico,2024-04-01,5,Monterrey,San Pedro,7,4,187.2,0.0
Mexico,2024-04-01,5,Monterrey,Cumbres Poniente,3,5,261.1,0.0
Mexico,2024-04-01,5,Monterrey,La Fe,5,4,228.4,0.0
Mexico,2024-04-01,5,Monterrey,MTY_Guadalupe,3,4,225.6,0.0
Mexico,2024-04-01,5,Monterrey,Independencia,3,3,167.1,0.0
Mexico,2024-04-01,5,Monterrey,Tec,3,5,280.3,0.0
Mexico,2024-04-01,6,Monterrey,Centro,6,4,215.6,0.0
Mexico,2024-04-01,6,Monterrey,Mitras Centro,4,6,320.8,0.0
Mexico,2024-04-01,6,Monterrey,Apodaca Centro,4,6,291.4,0.0
Mexico,2024-04-01,6,Monterrey,Escobedo,3,2,115.5,0.0
Mexico,2024-04-01,6,Monterrey,Carretera Nacional,1,2,92.4,0.0
Mexico,2024-04-01,6,Monterrey,MTY_Apodaca_Huinalá,5,7,366.5,0.0
Mexico,2024-04-01,6,Monterrey,San Nicolás,10,9,437.7,0.0
Mexico,2024-04-01,6,Monterrey,Santa Catarina,5,4,199.2,0.0
Mexico,2024-04-01,6,Monterrey,San Pedro,4,5,231.6,0.0
Mexico,2024-04-01,6,Monterrey,Cumbres Poniente,1,1,53.9,0.0
Mexico,2024-04-01,6,Monterrey,La Fe,6,6,354.5,0.0
Mexico,2024-04-01,6,Monterrey,MTY_Guadalupe,5,3,141.3,0.0
Mexico,2024-04-01,6,Monterrey,Independencia,5,3,145.6,0.0
Mexico,2024-04-01,6,Monterrey,Tec,8,10,484.8,0.0
Mexico,2024-04-01,7,Monterrey,Centro,8,7,398.4,0.5
Mexico,2024-04-01,7,Monterrey,Mitras Centro,4,6,273.0,0.5
Mexico,2024-04-01,7,Monterrey,Apodaca Centro,9,7,371.7,0.5
Mexico,2024-04-01,7,Monterrey,Escobedo,3,3,166.2,0.5
Mexico,2024-04-01,7,Monterrey,Carretera Nacional,4,5,296.0,0.5
Mexico,2024-04-01,7,Monterrey,MTY_Apodaca_Huinalá,5,4,215.6,0.5
Mexico,2024-04-01,7,Monterrey,San Nicolás,2,3,169.7,0.5
Mexico,2024-04-01,7,Monterrey,Santa Catarina,5,2,118.0,0.5
Mexico,2024-04-01,7,Monterrey,San Pedro,3,5,249.9,0.5
Mexico,2024-04-01,7,Monterrey,Cumbres Poniente,3,5,225.3,0.5
Mexico,2024-04-01,7,Monterrey,La Fe,4,6,322.8,0.5
Mexico,2024-04-01,7,Monterrey,MTY_Guadalupe,4,3,153.9,0.5
Mexico,2024-04-01,7,Monterrey,Independencia,6,4,210.9,0.5
Mexico,2024-04-01,7,Monterrey,Tec,8,6,305.8,0.5
Mexico,2024-04-01,8,Monterrey,Centro,7,7,362.6,0.0
Mexico,2024-04-01,8,Monterrey,Mitras Centro,7,5,230.7,0.0
Mexico,2024-04-01,8,Monterrey,Apodaca Centro,10,10,525.8,0.0
Mexico,2024-04-01,8,Monterrey,Escobedo,15,12,592.8,0.0
Mexico,2024-04-01,8,Monterrey,Carretera Nacional,4,2,90.8,0.0
Mexico,2024-04-01,8,Monterrey,MTY_Apodaca_Huinalá,5,6,302.7,0.0
Mexico,2024-04-01,8,Monterrey,San Nicolás,6,4,197.7,0.0
Mexico,2024-04-01,8,Monterrey,Santa Catarina,11,8,449.0,0.0
Mexico,2024-04-01,8,Monterrey,San Pedro,7,5,237.9,0.0
Mexico,2024-04-01,8,Monterrey,Cumbres Poniente,1,1,52.9,0.0
Mexico,2024-04-01,8,Monterrey,La Fe,5,4,192.4,0.0
Mexico,2024-04-01,8,Monterrey,MTY_Guadalupe,1,1,49.0,0.0
Mexico,2024-04-01,8,Monterrey,Independencia,7,8,380.0,0.0
Mexico,2024-04-01,8,Monterrey,Tec,4,4,201.3,0.0
Mexico,2024-04-01,9,Monterrey,Centro,8,7,332.0,0.0
Mexico,2024-04-01,9,Monterrey,Mitras Centro,5,7,367.0,0.0
Mexico,2024-04-01,9,Monterrey,Apodaca Centro,7,7,348.0,0.0
Mexico,2024-04-01,9,Monterrey,Escobedo,13,10,597.1,0.0
Mexico,2024-04-01,9,Monterrey,Carretera Nacional,3,5,238.5,0.0
Mexico,2024-04-01,9,Monterrey,MTY_Apodaca_Huinalá,3,4,205.3,0.0
Mexico,2024-04-01,9,Monterrey,San Nicolás,8,5,269.7,0.0
Mexico,2024-04-01,9,Monterrey,Santa Catarina,4,2,105.9,0.0
Mexico,2024-04-01,9,Monterrey,San Pedro,9,8,388.0,0.0
Mexico,2024-04-01,9,Monterrey,Cumbres Poniente,4,2,105.9,0.0
Mexico,2024-04-01,9,Monterrey,La Fe,12,11,616.7,0.0
Mexico,2024-04-01,9,Monterrey,MTY_Guadalupe,4,3,167.2,0.0
Mexico,2024-04-01,9,Monterrey,Independencia,1,3,152.6,0.0
Mexico,2024-04-01,9,Monterrey,Tec,11,10,484.8,0.0
Mexico,2024-04-01,10,Monterrey,Centro,3,5,296.8,0.5
Mexico,2024-04-01,10,Monterrey,Mitras Centro,7,7,394.6,0.5
Mexico,2024-04-01,10,Monterrey,Apodaca Centro,2,4,215.6,0.5
Mexico,2024-04-01,10,Monterrey,Escobedo,2,4,182.7,0.5
Mexico,2024-04-01,10,Monterrey,Carretera Nacional,6,5,253.0,0.5
Mexico,2024-04-01,10,Monterrey,MTY_Apodaca_Huinalá,6,4,233.7,0.5
Mexico,2024-04-01,10,Monterrey,San Nicolás,9,7,343.0,0.5
Mexico,2024-04-01,10,Monterrey,Santa Catarina,11,12,623.8,0.5
Mexico,2024-04-01,10,Monterrey,San Pedro,1,1,48.4,0.5
Mexico,2024-04-01,10,Monterrey,Cumbres Poniente,1,1,57.5,0.5
Mexico,2024-04-01,10,Monterrey,La Fe,3,1,54.3,0.5
Mexico,2024-04-01,10,Monterrey,MTY_Guadalupe,9,6,271.7,0.5
Mexico,2024-04-01,10,Monterrey,Independencia,7,6,276.1,0.5
Mexico,2024-04-01,10,Monterrey,Tec,3,4,184.5,0.5
Mexico,2024-04-01,11,Monterrey,Centro,4,6,299.1,0.5
Mexico,2024-04-01,11,Monterrey,Mitras Centro,9,7,387.8,0.5
Mexico,2024-04-01,11,Monterrey,Apodaca Centro,2,4,237.8,0.5
Mexico,2024-04-01,11,Monterrey,Escobedo,6,6,306.8,0.5
Mexico,2024-04-01,11,Monterrey,Carretera Nacional,1,3,167.2,0.5
Mexico,2024-04-01,11,Monterrey,MTY_Apodaca_Huinalá,6,4,226.6,0.5
Mexico,2024-04-01,11,Monterrey,San Nicolás,6,5,297.6,0.5
Mexico,2024-04-01,11,Monterrey,Santa Catarina,1,2,108.2,0.5
Mexico,2024-04-01,11,Monterrey,San Pedro,6,3,161.2,0.5
Mexico,2024-04-01,11,Monterrey,Cumbres Poniente,3,4,220.8,0.5
Mexico,2024-04-01,11,Monterrey,La Fe,13,10,471.4,0.5
Mexico,2024-04-01,11,Monterrey,MTY_Guadalupe,5,4,184.3,0.5
Mexico,2024-04-01,11,Monterrey,Independencia,8,5,267.6,0.5
Mexico,2024-04-01,11,Monterrey,Tec,4,4,187.5,0.5
Mexico,2024-04-01,12,Monterrey,Centro,11,10,539.6,0.5
Mexico,2024-04-01,12,Monterrey,Mitras Centro,6,3,138.7,0.5
Mexico,2024-04-01,12,Monterrey,Apodaca Centro,4,2,108.5,0.5
Mexico,2024-04-01,12,Monterrey,Escobedo,6,5,266.7,0.5
Mexico,2024-04-01,12,Monterrey,Carretera Nacional,5,7,403.2,0.5
Mexico,2024-04-01,12,Monterrey,MTY_Apodaca_Huinalá,8,8,429.4,0.5
Mexico,2024-04-01,12,Monterrey,San Nicolás,11,9,467.9,0.5
Mexico,2024-04-01,12,Monterrey,Santa Catarina,9,7,404.7,0.5
Mexico,2024-04-01,12,Monterrey,San Pedro,9,6,328.7,0.5
Mexico,2024-04-01,12,Monterrey,Cumbres Poniente,1,3,169.8,0.5
Mexico,2024-04-01,12,Monterrey,La Fe,7,4,199.9,0.5
Mexico,2024-04-01,12,Monterrey,MTY_Guadalupe,9,6,285.1,0.5
Mexico,2024-04-01,12,Monterrey,Independencia,6,5,289.8,0.5
Mexico,2024-04-01,12,Monterrey,Tec,6,4,236.2,0.5
Mexico,2024-04-01,13,Monterrey,Centro,8,6,278.0,0.0
Mexico,2024-04-01,13,Monterrey,Mitras Centro,6,5,236.1,0.0
Mexico,2024-04-01,13,Monterrey,Apodaca Centro,11,11,575.7,0.0
Mexico,2024-04-01,13,Monterrey,Escobedo,15,12,595.4,0.0
Mexico,2024-04-01,13,Monterrey,Carretera Nacional,11,12,573.9,0.0
Mexico,2024-04-01,13,Monterrey,MTY_Apodaca_Huinalá,15,12,696.3,0.0
Mexico,2024-04-01,13,Monterrey,San Nicolás,10,12,689.6,0.0
Mexico,2024-04-01,13,Monterrey,Santa Catarina,18,15,763.6,0.0
Mexico,2024-04-01,13,Monterrey,San Pedro,12,11,521.3,0.0
Mexico,2024-04-01,13,Monterrey,Cumbres Poniente,9,11,562.1,0.0
Mexico,2024-04-01,13,Monterrey,La Fe,12,11,602.3,0.0
Mexico,2024-04-01,13,Monterrey,MTY_Guadalupe,11,9,512.7,0.0
Mexico,2024-04-01,13,Monterrey,Independencia,12,9,478.5,0.0
Mexico,2024-04-01,13,Monterrey,Tec,11,9,456.4,0.0
Mexico,2024-04-01,14,Monterrey,Centro,11,11,532.5,0.0
Mexico,2024-04-01,14,Monterrey,Mitras Centro,15,12,630.1,0.0
Mexico,2024-04-01,14,Monterrey,Apodaca Centro,15,13,662.8,0.0
Mexico,2024-04-01,14,Monterrey,Escobedo,11,11,621.2,0.0
Mexico,2024-04-01,14,Monterrey,Carretera Nacional,13,13,686.6,0.0
Mexico,2024-04-01,14,Monterrey,MTY_Apodaca_Huinalá,15,13,760.1,0.0
Mexico,2024-04-01,14,Monterrey,San Nicolás,10,8,434.1,0.0
Mexico,2024-04-01,14,Monterrey,Santa Catarina,12,10,570.5,0.0
Mexico,2024-04-01,14,Monterrey,San Pedro,11,10,557.6,0.0
Mexico,2024-04-01,14,Monterrey,Cumbres Poniente,14,13,620.4,0.0
Mexico,2024-04-01,14,Monterrey,La Fe,8,10,535.1,0.0
Mexico,2024-04-01,14,Monterrey,MTY_Guadalupe,8,10,506.0,0.0
Mexico,2024-04-01,14,Monterrey,Independencia,12,10,540.2,0.0
Mexico,2024-04-01,14,Monterrey,Tec,6,7,333.4,0.0
Mexico,2024-04-01,15,Monterrey,Centro,9,10,472.9,0.0
Mexico,2024-04-01,15,Monterrey,Mitras Centro,5,5,270.5,0.0
Mexico,2024-04-01,15,Monterrey,Apodaca Centro,8,6,330.8,0.0
Mexico,2024-04-01,15,Monterrey,Escobedo,4,3,171.8,0.0
Mexico,2024-04-01,15,Monterrey,Carretera Nacional,5,7,338.8,0.0
Mexico,2024-04-01,15,Monterrey,MTY_Apodaca_Huinalá,5,3,138.1,0.0
Mexico,2024-04-01,15,Monterrey,San Nicolás,5,6,359.5,0.0
Mexico,2024-04-01,15,Monterrey,Santa Catarina,6,5,297.1,0.0
Mexico,2024-04-01,15,Monterrey,San Pedro,7,6,358.3,0.0
Mexico,2024-04-01,15,Monterrey,Cumbres Poniente,5,4,235.6,0.0
Mexico,2024-04-01,15,Monterrey,La Fe,7,6,340.4,0.0
Mexico,2024-04-01,15,Monterrey,MTY_Guadalupe,2,3,152.1,0.0
Mexico,2024-04-01,15,Monterrey,Independencia,10,7,367.2,0.0
Mexico,2024-04-01,15,Monterrey,Tec,5,6,348.1,0.0
Mexico,2024-04-01,16,Monterrey,Centro,3,4,193.4,0.0
Mexico,2024-04-01,16,Monterrey,Mitras Centro,10,7,402.1,0.0
Mexico,2024-04-01,16,Monterrey,Apodaca Centro,7,6,277.2,0.0
Mexico,2024-04-01,16,Monterrey,Escobedo,7,7,380.1,0.0
Mexico,2024-04-01,16,Monterrey,Carretera Nacional,2,2,95.8,0.0
Mexico,2024-04-01,16,Monterrey,MTY_Apodaca_Huinalá,3,5,235.7,0.0
Mexico,2024-04-01,16,Monterrey,San Nicolás,3,2,108.5,0.0
Mexico,2024-04-01,16,Monterrey,Santa Catarina,5,4,211.6,0.0
Mexico,2024-04-01,16,Monterrey,San Pedro,4,4,204.8,0.0
Mexico,2024-04-01,16,Monterrey,Cumbres Poniente,2,3,141.0,0.0
Mexico,2024-04-01,16,Monterrey,La Fe,5,6,291.7,0.0
Mexico,2024-04-01,16,Monterrey,MTY_Guadalupe,7,8,375.3,0.0
Mexico,2024-04-01,16,Monterrey,Independencia,6,8,439.0,0.0
Mexico,2024-04-01,16,Monterrey,Tec,7,5,286.9,0.0
Mexico,2024-04-01,17,Monterrey,Centro,7,6,316.1,0.0
Mexico,2024-04-01,17,Monterrey,Mitras Centro,2,2,109.8,0.0
Mexico,2024-04-01,17,Monterrey,Apodaca Centro,3,2,112.1,0.0
Mexico,2024-04-01,17,Monterrey,Escobedo,5,5,255.9,0.0
Mexico,2024-04-01,17,Monterrey,Carretera Nacional,5,4,233.9,0.0
Mexico,2024-04-01,17,Monterrey,MTY_Apodaca_Huinalá,5,4,216.9,0.0
Mexico,2024-04-01,17,Monterrey,San Nicolás,5,6,324.2,0.0
Mexico,2024-04-01,17,Monterrey,Santa Catarina,5,7,354.5,0.0
Mexico,2024-04-01,17,Monterrey,San Pedro,5,5,291.5,0.0
Mexico,2024-04-01,17,Monterrey,Cumbres Poniente,11,10,458.1,0.0
Mexico,2024-04-01,17,Monterrey,La Fe,7,5,279.4,0.0
Mexico,2024-04-01,17,Monterrey,MTY_Guadalupe,8,8,378.2,0.0
Mexico,2024-04-01,17,Monterrey,Independencia,3,4,180.6,0.0
Mexico,2024-04-01,17,Monterrey,Tec,5,5,248.3,0.0
Mexico,2024-04-01,18,Monterrey,Centro,7,9,534.3,0.0
Mexico,2024-04-01,18,Monterrey,Mitras Centro,3,3,179.8,0.0
Mexico,2024-04-01,18,Monterrey,Apodaca Centro,11,8,380.0,0.0
Mexico,2024-04-01,18,Monterrey,Escobedo,5,6,320.5,0.0
Mexico,2024-04-01,18,Monterrey,Carretera Nacional,10,7,388.0,0.0
Mexico,2024-04-01,18,Monterrey,MTY_Apodaca_Huinalá,4,6,309.1,0.0
Mexico,2024-04-01,18,Monterrey,San Nicolás,4,6,327.4,0.0
Mexico,2024-04-01,18,Monterrey,Santa Catarina,8,7,353.0,0.0
Mexico,2024-04-01,18,Monterrey,San Pedro,5,2,107.6,0.0
Mexico,2024-04-01,18,Monterrey,Cumbres Poniente,7,5,288.1,0.0
Mexico,2024-04-01,18,Monterrey,La Fe,5,4,183.0,0.0
Mexico,2024-04-01,18,Monterrey,MTY_Guadalupe,1,3,142.2,0.0
Mexico,2024-04-01,18,Monterrey,Independencia,6,5,228.3,0.0
Mexico,2024-04-01,18,Monterrey,Tec,5,2,97.5,0.0
Mexico,2024-04-01,19,Monterrey,Centro,15,13,637.3,0.0
Mexico,2024-04-01,19,Monterrey,Mitras Centro,10,11,562.8,0.0
Mexico,2024-04-01,19,Monterrey,Apodaca Centro,20,18,824.1,0.0
Mexico,2024-04-01,19,Monterrey,Escobedo,7,9,471.8,0.0
Mexico,2024-04-01,19,Monterrey,Carretera Nacional,10,12,623.5,0.0
Mexico,2024-04-01,19,Monterrey,MTY_Apodaca_Huinalá,7,8,446.4,0.0
Mexico,2024-04-01,19,Monterrey,San Nicolás,12,9,480.8,0.0
Mexico,2024-04-01,19,Monterrey,Santa Catarina,9,10,510.6,0.0
Mexico,2024-04-01,19,Monterrey,San Pedro,8,10,531.5,0.0
Mexico,2024-04-01,19,Monterrey,Cumbres Poniente,3,5,257.1,0.0
Mexico,2024-04-01,19,Monterrey,La Fe,4,6,330.2,0.0
Mexico,2024-04-01,19,Monterrey,MTY_Guadalupe,12,10,562.4,0.0
Mexico,2024-04-01,19,Monterrey,Independencia,11,8,456.8,0.0
Mexico,2024-04-01,19,Monterrey,Tec,8,10,480.2,0.0
Mexico,2024-04-01,20,Monterrey,Centro,9,6,337.9,0.0
Mexico,2024-04-01,20,Monterrey,Mitras Centro,15,12,583.0,0.0
Mexico,2024-04-01,20,Monterrey,Apodaca Centro,11,13,603.4,0.0
Mexico,2024-04-01,20,Monterrey,Escobedo,7,8,419.7,0.0
Mexico,2024-04-01,20,Monterrey,Carretera Nacional,3,5,254.8,0.0
Mexico,2024-04-01,20,Monterrey,MTY_Apodaca_Huinalá,5,5,240.3,0.0
Mexico,2024-04-01,20,Monterrey,San Nicolás,11,10,563.6,0.0
Mexico,2024-04-01,20,Monterrey,Santa Catarina,6,8,407.5,0.0
Mexico,2024-04-01,20,Monterrey,San Pedro,14,15,775.7,0.0
Mexico,2024-04-01,20,Monterrey,Cumbres Poniente,10,10,504.5,0.0
Mexico,2024-04-01,20,Monterrey,La Fe,18,15,706.7,0.0
Mexico,2024-04-01,20,Monterrey,MTY_Guadalupe,9,7,391.9,0.0
Mexico,2024-04-01,20,Monterrey,Independencia,16,13,705.0,0.0
Mexico,2024-04-01,20,Monterrey,Tec,6,5,280.5,0.0
Mexico,2024-04-01,21,Monterrey,Centro,5,6,284.9,0.0
Mexico,2024-04-01,21,Monterrey,Mitras Centro,14,14,774.2,0.0
Mexico,2024-04-01,21,Monterrey,Apodaca Centro,6,5,291.8,0.0
Mexico,2024-04-01,21,Monterrey,Escobedo,8,7,411.4,0.0
Mexico,2024-04-01,21,Monterrey,Carretera Nacional,10,11,630.2,0.0
Mexico,2024-04-01,21,Monterrey,MTY_Apodaca_Huinalá,16,14,653.7,0.0
Mexico,2024-04-01,21,Monterrey,San Nicolás,5,5,235.6,0.0
Mexico,2024-04-01,21,Monterrey,Santa Catarina,7,8,433.7,0.0
Mexico,2024-04-01,21,Monterrey,San Pedro,7,9,518.6,0.0
Mexico,2024-04-01,21,Monterrey,Cumbres Poniente,10,11,548.6,0.0
Mexico,2024-04-01,21,Monterrey,La Fe,15,12,694.0,0.0
Mexico,2024-04-01,21,Monterrey,MTY_Guadalupe,9,8,464.0,0.0
Mexico,2024-04-01,21,Monterrey,Independencia,9,7,318.5,0.0
Mexico,2024-04-01,21,Monterrey,Tec,11,8,468.4,0.0
Mexico,2024-04-01,22,Monterrey,Centro,5,5,233.3,0.0
Mexico,2024-04-01,22,Monterrey,Mitras Centro,7,6,271.6,0.0
Mexico,2024-04-01,22,Monterrey,Apodaca Centro,1,3,148.1,0.0
Mexico,2024-04-01,22,Monterrey,Escobedo,4,6,295.3,0.0
Mexico,2024-04-01,22,Monterrey,Carretera Nacional,7,4,182.8,0.0
Mexico,2024-04-01,22,Monterrey,MTY_Apodaca_Huinalá,7,4,224.6,0.0
Mexico,2024-04-01,22,Monterrey,San Nicolás,8,6,345.4,0.0
Mexico,2024-04-01,22,Monterrey,Santa Catarina,8,6,323.9,0.0
Mexico,2024-04-01,22,Monterrey,San Pedro,1,3,137.9,0.0
Mexico,2024-04-01,22,Monterrey,Cumbres Poniente,6,3,154.6,0.0
Mexico,2024-04-01,22,Monterrey,La Fe,10,9,436.6,0.0
Mexico,2024-04-01,22,Monterrey,MTY_Guadalupe,10,7,341.7,0.0
Mexico,2024-04-01,22,Monterrey,Independencia,4,3,156.1,0.0
Mexico,2024-04-01,22,Monterrey,Tec,5,7,315.8,0.0
Mexico,2024-04-01,23,Monterrey,Centro,1,1,51.9,0.0
Mexico,2024-04-01,23,Monterrey,Mitras Centro,1,3,152.9,0.0
Mexico,2024-04-01,23,Monterrey,Apodaca Centro,2,2,116.4,0.0
Mexico,2024-04-01,23,Monterrey,Escobedo,3,3,140.9,0.0
Mexico,2024-04-01,23,Monterrey,Carretera Nacional,9,7,390.4,0.0
Mexico,2024-04-01,23,Monterrey,MTY_Apodaca_Huinalá,6,3,146.6,0.0
Mexico,2024-04-01,23,Monterrey,San Nicolás,6,3,171.0,0.0
Mexico,2024-04-01,23,Monterrey,Santa Catarina,4,6,354.8,0.0
Mexico,2024-04-01,23,Monterrey,San Pedro,3,4,188.3,0.0
Mexico,2024-04-01,23,Monterrey,Cumbres Poniente,5,2,93.6,0.0
Mexico,2024-04-01,23,Monterrey,La Fe,1,3,166.3,0.0
Mexico,2024-04-01,23,Monterrey,MTY_Guadalupe,3,5,279.7,0.0
Mexico,2024-04-01,23,Monterrey,Independencia,7,8,406.1,0.0
Mexico,2024-04-01,23,Monterrey,Tec,5,5,270.1,0.0
Mexico,2024-04-02,0,Monterrey,Centro,2,4,200.8,0.0
Mexico,2024-04-02,0,Monterrey,Mitras Centro,2,1,50.7,0.0
Mexico,2024-04-02,0,Monterrey,Apodaca Centro,1,0,0.0,0.0
Mexico,2024-04-02,0,Monterrey,Escobedo,7,6,285.1,0.0
Mexico,2024-04-02,0,Monterrey,Carretera Nacional,8,5,227.3,0.0
Mexico,2024-04-02,0,Monterrey,MTY_Apodaca_Huinalá,2,2,94.4,0.0
Mexico,2024-04-02,0,Monterrey,San Nicolás,8,5,270.2,0.0
Mexico,2024-04-02,0,Monterrey,Santa Catarina,9,7,365.2,0.0
Mexico,2024-04-02,0,Monterrey,San Pedro,3,4,195.6,0.0
Mexico,2024-04-02,0,Monterrey,Cumbres Poniente,3,2,97.1,0.0
Mexico,2024-04-02,0,Monterrey,La Fe,4,5,261.7,0.0
Mexico,2024-04-02,0,Monterrey,MTY_Guadalupe,8,7,404.5,0.0
Mexico,2024-04-02,0,Monterrey,Independencia,9,6,281.8,0.0
